TransactionID,isFraud,TransactionAmt,TransactionDT,HourOfDay,DayOfWeek,DeviceRisk,ProductCD,card4,card6,fraud_probability,risk_tier
2990870,1,200.0,159922,20,1,0,R,mastercard,credit,0.712583,Suspicious
2990874,1,200.0,159948,20,1,0,R,mastercard,credit,0.712583,Suspicious
2990876,1,527.0,159990,20,1,0,W,mastercard,debit,0.736727,Suspicious
2990881,1,40.0,160033,20,1,0,W,visa,credit,0.672839,Suspicious
2990906,1,150.0,160261,20,1,0,R,mastercard,credit,0.705432,Suspicious
2990907,1,49.0,160284,20,1,0,W,visa,credit,0.677801,Suspicious
2990909,1,150.0,160298,20,1,0,R,mastercard,credit,0.705432,Suspicious
2990935,1,77.0,160580,20,1,0,W,mastercard,debit,0.688918,Suspicious
2990965,1,150.0,160855,20,1,0,R,visa,credit,0.705432,Suspicious
2991058,1,83.742,161827,20,1,0,C,mastercard,credit,0.690990,Suspicious
2991070,1,83.742,161957,20,1,0,C,mastercard,credit,0.690990,Suspicious
2991078,1,83.742,162015,21,1,0,C,mastercard,credit,0.690990,Suspicious
2991092,1,83.742,162108,21,1,0,C,mastercard,credit,0.690990,Suspicious
2991100,1,83.742,162149,21,1,0,C,mastercard,credit,0.690990,Suspicious
2991229,1,1187.0,163253,21,1,0,W,visa,debit,0.757001,Critical Risk
2991258,1,140.0,163586,21,1,0,W,visa,debit,0.703719,Suspicious
2991270,1,150.0,163785,21,1,0,W,visa,debit,0.705432,Suspicious
2991305,1,59.0,164197,21,1,0,W,visa,credit,0.682359,Suspicious
2991308,1,46.765,164210,21,1,0,C,visa,credit,0.676657,Suspicious
2991340,1,29.0,164570,21,1,0,W,visa,debit,0.665030,Suspicious
2991519,1,443.0,166414,22,1,0,W,mastercard,debit,0.732396,Suspicious
2991632,1,400.0,167571,22,1,0,W,visa,debit,0.729849,Suspicious
2991645,1,250.0,167768,22,1,0,R,visa,credit,0.718136,Suspicious
2991650,1,250.0,167823,22,1,0,R,visa,credit,0.718136,Suspicious
2991688,1,68.5,168199,22,1,0,W,visa,debit,0.686033,Suspicious
2991748,1,117.0,168997,22,1,0,W,visa,credit,0.699267,Suspicious
2991763,1,5.0,169185,22,1,0,S,mastercard,credit,0.624794,Suspicious
2991770,1,107.95,169237,23,1,0,W,visa,credit,0.697272,Suspicious
2991792,1,47.128,169472,23,1,0,C,mastercard,credit,0.676847,Suspicious
2991797,1,10.0,169535,23,1,0,S,mastercard,credit,0.639947,Suspicious
2991800,1,80.0,169551,23,1,0,W,mastercard,debit,0.689861,Suspicious
2991849,1,102.0,170129,23,1,0,W,visa,debit,0.695868,Suspicious
2991863,1,103.197,170239,23,1,0,C,mastercard,debit,0.696157,Suspicious
2991879,1,100.0,170458,23,1,0,W,visa,debit,0.695378,Suspicious
2991954,1,150.0,171262,23,1,0,H,visa,credit,0.705432,Suspicious
2992029,1,123.582,171941,23,1,0,C,visa,credit,0.700624,Suspicious
2992056,1,75.102,172208,23,1,0,C,mastercard,credit,0.688302,Suspicious
2992081,1,200.0,172472,23,1,0,W,visa,debit,0.712583,Suspicious
2992190,1,83.742,173707,0,2,0,C,mastercard,credit,0.770990,Critical Risk
2992196,1,83.742,173748,0,2,0,C,mastercard,credit,0.770990,Critical Risk
2992205,1,83.742,173795,0,2,0,C,mastercard,credit,0.770990,Critical Risk
2992212,1,83.742,173843,0,2,0,C,mastercard,credit,0.770990,Critical Risk
2992234,1,83.742,174092,0,2,0,C,visa,debit,0.770990,Critical Risk
2992240,1,83.742,174149,0,2,0,C,mastercard,credit,0.770990,Critical Risk
2992358,1,23.866,175544,0,2,0,C,visa,credit,0.740338,Suspicious
2992381,1,140.0,175734,0,2,0,W,visa,debit,0.783719,Critical Risk
2992395,1,311.95,175823,0,2,0,W,visa,credit,0.803651,Critical Risk
2992405,1,80.0,175908,0,2,0,W,visa,debit,0.769861,Critical Risk
2992511,1,301.97,177345,1,2,0,W,visa,credit,0.802841,Critical Risk
2992608,1,48.336,178773,1,2,0,C,visa,debit,0.757466,Critical Risk
2992615,1,48.336,178859,1,2,0,C,visa,debit,0.757466,Critical Risk
2992617,1,48.336,178926,1,2,0,C,visa,debit,0.757466,Critical Risk
2992621,1,48.336,178991,1,2,0,C,visa,debit,0.757466,Critical Risk
2992626,1,48.336,179035,1,2,0,C,visa,debit,0.757466,Critical Risk
2992631,1,48.336,179094,1,2,0,C,visa,debit,0.757466,Critical Risk
2992632,1,48.336,179171,1,2,0,C,visa,debit,0.757466,Critical Risk
2992646,1,200.0,179385,1,2,0,R,mastercard,credit,0.792583,Critical Risk
2992658,1,200.0,179614,1,2,0,R,mastercard,credit,0.792583,Critical Risk
2992661,1,200.0,179659,1,2,0,R,mastercard,credit,0.792583,Critical Risk
2992694,1,30.814,180328,2,2,0,C,mastercard,debit,0.746498,Suspicious
2992737,1,40.0,181340,2,2,0,W,visa,debit,0.752839,Critical Risk
2992747,1,83.742,181499,2,2,0,C,mastercard,credit,0.770990,Critical Risk
2992749,1,83.742,181613,2,2,0,C,mastercard,credit,0.770990,Critical Risk
2992755,1,83.742,181730,2,2,0,C,mastercard,credit,0.770990,Critical Risk
2992758,1,160.0,181772,2,2,0,W,visa,debit,0.787035,Critical Risk
2992760,1,186.0,181784,2,2,0,W,mastercard,debit,0.790778,Critical Risk
2992764,1,83.742,181804,2,2,0,C,mastercard,credit,0.770990,Critical Risk
2992794,1,226.0,182385,2,2,0,W,mastercard,debit,0.795624,Critical Risk
2992799,1,171.0,182552,2,2,0,W,mastercard,debit,0.788687,Critical Risk
2992894,1,54.62,184707,3,2,0,C,mastercard,credit,0.760464,Critical Risk
2992896,1,54.62,184757,3,2,0,C,mastercard,credit,0.760464,Critical Risk
2992962,1,50.0,186742,3,2,0,W,mastercard,credit,0.758296,Critical Risk
2993001,1,10.634,188090,4,2,0,C,mastercard,credit,0.721348,Suspicious
2993011,1,31.97,188475,4,2,0,W,visa,debit,0.747390,Suspicious
2993012,1,31.97,188479,4,2,0,W,visa,debit,0.747390,Suspicious
2993125,1,55.0,193313,5,2,0,W,visa,debit,0.680634,Suspicious
2993126,1,47.611,193354,5,2,0,C,mastercard,credit,0.677096,Suspicious
2993128,1,47.611,193471,5,2,0,C,mastercard,credit,0.677096,Suspicious
2993154,1,14.863,194564,6,2,0,C,visa,credit,0.649100,Suspicious
2993220,1,40.663,201512,7,2,0,C,mastercard,credit,0.673240,Suspicious
2993238,1,117.0,206476,9,2,0,W,visa,debit,0.699267,Suspicious
2993267,1,200.0,214002,11,2,0,W,visa,debit,0.712583,Suspicious
2993269,1,226.0,214174,11,2,0,W,visa,debit,0.715624,Suspicious
2993383,1,100.0,222371,13,2,0,H,visa,credit,0.695378,Suspicious
2993407,1,160.0,223106,13,2,0,W,visa,debit,0.707035,Suspicious
2993431,1,200.0,223619,14,2,0,W,mastercard,credit,0.712583,Suspicious
2993443,1,226.0,223832,14,2,0,W,mastercard,credit,0.715624,Suspicious
2993510,1,59.0,225552,14,2,0,W,mastercard,debit,0.682359,Suspicious
2993578,1,108.5,226835,15,2,0,W,mastercard,credit,0.697398,Suspicious
2993583,1,151.0,226938,15,2,0,W,mastercard,credit,0.705597,Suspicious
2993630,1,200.0,227608,15,2,0,R,visa,credit,0.712583,Suspicious
2993717,1,92.0,229271,15,2,0,W,visa,debit,0.693315,Suspicious
2993729,1,400.99,229521,15,2,0,W,mastercard,credit,0.729911,Suspicious
2993828,1,59.0,231215,16,2,0,W,visa,credit,0.682359,Suspicious
2993839,1,59.0,231364,16,2,0,W,visa,credit,0.682359,Suspicious
2993924,1,107.95,232501,16,2,0,W,visa,debit,0.697272,Suspicious
2993929,1,100.0,232532,16,2,0,W,visa,credit,0.695378,Suspicious
2993949,1,117.0,232796,16,2,0,W,visa,credit,0.699267,Suspicious
2994012,1,59.0,233761,16,2,0,W,visa,debit,0.682359,Suspicious
2994108,1,83.742,235085,17,2,0,C,mastercard,credit,0.690990,Suspicious
2994121,1,83.742,235242,17,2,0,C,mastercard,credit,0.690990,Suspicious
2994123,1,83.742,235258,17,2,0,C,mastercard,credit,0.690990,Suspicious
2994126,1,83.742,235289,17,2,0,C,mastercard,credit,0.690990,Suspicious
2994379,1,14.138,238269,18,2,0,C,mastercard,credit,0.647930,Suspicious
2994382,1,14.138,238378,18,2,0,C,mastercard,credit,0.647930,Suspicious
2994443,1,60.0,239392,18,2,0,W,visa,debit,0.682772,Suspicious
2994462,1,265.0,239615,18,2,0,W,visa,credit,0.719587,Suspicious
2994467,1,57.95,239655,18,2,0,W,visa,debit,0.681917,Suspicious
2994612,1,117.0,241793,19,2,0,W,visa,credit,0.699267,Suspicious
2994663,1,600.0,242475,19,2,0,W,visa,credit,0.739965,Suspicious
2994713,1,150.0,243140,19,2,0,W,visa,debit,0.705432,Suspicious
2994876,1,41.327,245216,20,2,0,C,mastercard,credit,0.673636,Suspicious
2994881,1,41.327,245295,20,2,0,C,mastercard,credit,0.673636,Suspicious
2994991,1,60.0,246505,20,2,0,W,mastercard,debit,0.682772,Suspicious
2995007,1,77.0,246692,20,2,0,W,mastercard,debit,0.688918,Suspicious
2995021,1,77.0,246866,20,2,0,W,mastercard,debit,0.688918,Suspicious
2995029,1,390.0,246986,20,2,0,W,mastercard,credit,0.729218,Suspicious
2995056,1,390.0,247298,20,2,0,W,mastercard,credit,0.729218,Suspicious
2995075,1,52.445,247587,20,2,0,C,mastercard,credit,0.679466,Suspicious
2995079,1,52.445,247631,20,2,0,C,mastercard,credit,0.679466,Suspicious
2995089,1,52.445,247713,20,2,0,C,mastercard,credit,0.679466,Suspicious
2995090,1,52.445,247748,20,2,0,C,mastercard,credit,0.679466,Suspicious
2995095,1,52.445,247812,20,2,0,C,mastercard,credit,0.679466,Suspicious
2995123,1,335.0,248164,20,2,0,W,mastercard,credit,0.725428,Suspicious
2995141,1,100.0,248497,21,2,0,H,visa,debit,0.695378,Suspicious
2995149,1,100.0,248566,21,2,0,H,mastercard,debit,0.695378,Suspicious
2995157,1,100.0,248671,21,2,0,H,visa,debit,0.695378,Suspicious
2995172,1,200.0,248981,21,2,0,W,visa,credit,0.712583,Suspicious
2995176,1,19.334,249049,21,2,0,C,mastercard,credit,0.655307,Suspicious
2995267,1,633.92,250589,21,2,0,W,visa,credit,0.741337,Suspicious
2995293,1,109.95,251015,21,2,0,W,mastercard,credit,0.697727,Suspicious
2995311,1,667.84,251273,21,2,0,W,visa,credit,0.742639,Suspicious
2995323,1,390.0,251433,21,2,0,W,visa,credit,0.729218,Suspicious
2995355,1,31.95,251887,21,2,0,W,visa,debit,0.667375,Suspicious
2995369,1,600.0,252105,22,2,0,W,visa,credit,0.739965,Suspicious
2995387,1,667.54,252367,22,2,0,W,visa,credit,0.742627,Suspicious
2995395,1,667.54,252491,22,2,0,W,visa,credit,0.742627,Suspicious
2995416,1,30.0,252748,22,2,0,W,visa,credit,0.665850,Suspicious
2995418,1,20.422,252816,22,2,0,C,visa,debit,0.656610,Suspicious
2995488,1,35.95,253761,22,2,0,W,visa,debit,0.670239,Suspicious
2995492,1,40.0,253871,22,2,0,W,visa,debit,0.672839,Suspicious
2995499,1,41.327,253963,22,2,0,C,mastercard,credit,0.673636,Suspicious
2995504,1,41.327,254024,22,2,0,C,mastercard,credit,0.673636,Suspicious
2995516,1,30.0,254132,22,2,0,W,visa,debit,0.665850,Suspicious
2995532,1,60.0,254346,22,2,0,W,visa,debit,0.682772,Suspicious
2995594,1,108.5,255276,22,2,0,W,visa,debit,0.697398,Suspicious
2995602,1,27.31,255325,22,2,0,C,mastercard,credit,0.663580,Suspicious
2995619,1,49.0,255528,22,2,0,W,visa,debit,0.677801,Suspicious
2995629,1,100.0,255754,23,2,0,S,discover,credit,0.695378,Suspicious
2995699,1,41.327,256671,23,2,0,C,mastercard,credit,0.673636,Suspicious
2995705,1,171.0,256724,23,2,0,W,mastercard,debit,0.708687,Suspicious
2995707,1,41.327,256746,23,2,0,C,mastercard,credit,0.673636,Suspicious
2995711,1,41.327,256784,23,2,0,C,mastercard,credit,0.673636,Suspicious
2995715,1,41.327,256828,23,2,0,C,mastercard,credit,0.673636,Suspicious
2995769,1,49.0,257703,23,2,0,W,discover,credit,0.677801,Suspicious
2995775,1,14.38,257833,23,2,0,C,visa,credit,0.648327,Suspicious
2995777,1,51.901,257869,23,2,0,C,mastercard,credit,0.679211,Suspicious
2995783,1,14.38,257901,23,2,0,C,visa,credit,0.648327,Suspicious
2995792,1,51.901,258060,23,2,0,C,mastercard,credit,0.679211,Suspicious
2995793,1,39.0,258069,23,2,0,W,visa,credit,0.672222,Suspicious
2995801,1,14.38,258167,23,2,0,C,mastercard,debit,0.648327,Suspicious
2995862,1,25.0,259296,0,3,0,W,visa,debit,0.741452,Suspicious
2995936,1,20.0,260740,0,3,0,W,visa,debit,0.736113,Suspicious
2995976,1,30.633,261555,0,3,0,C,mastercard,credit,0.746355,Suspicious
2995979,1,30.633,261598,0,3,0,C,mastercard,credit,0.746355,Suspicious
2996016,1,750.0,262098,0,3,0,W,visa,credit,0.825535,Critical Risk
2996041,1,100.0,262544,0,3,0,W,visa,debit,0.775378,Critical Risk
2996144,1,839.04,264055,1,3,0,W,visa,credit,0.828336,Critical Risk
2996232,1,150.0,265535,1,3,0,H,visa,credit,0.785432,Critical Risk
2996246,1,209.95,265861,1,3,0,W,visa,credit,0.793791,Critical Risk
2996391,1,30.029,268717,2,3,0,C,visa,credit,0.745873,Suspicious
2996471,1,67.067,271494,3,3,0,C,mastercard,credit,0.765512,Critical Risk
2996479,1,25.0,271790,3,3,0,W,visa,debit,0.741452,Suspicious
2996493,1,250.0,272132,3,3,0,R,mastercard,credit,0.798136,Critical Risk
2996503,1,100.0,272704,3,3,0,H,visa,debit,0.775378,Critical Risk
2996518,1,100.0,273337,3,3,0,H,visa,credit,0.775378,Critical Risk
2996531,1,100.0,273789,4,3,0,H,visa,credit,0.775378,Critical Risk
2996535,1,100.0,273968,4,3,0,H,visa,debit,0.775378,Critical Risk
2996562,1,97.457,275187,4,3,0,C,visa,credit,0.774740,Critical Risk
2996564,1,97.457,275313,4,3,0,C,visa,credit,0.774740,Critical Risk
2996612,1,130.991,277801,5,3,0,C,visa,credit,0.702068,Suspicious
2996639,1,117.0,279717,5,3,0,W,visa,debit,0.699267,Suspicious
2996665,1,261.95,281623,6,3,0,W,visa,debit,0.719299,Suspicious
2996677,1,24.349,282595,6,3,0,C,mastercard,credit,0.660818,Suspicious
2996694,1,87.0,284402,7,3,0,W,mastercard,debit,0.691933,Suspicious
2996742,1,171.0,295258,10,3,0,W,visa,debit,0.708687,Suspicious
2996785,1,10.634,302911,12,3,0,C,visa,credit,0.641348,Suspicious
2996786,1,10.634,302977,12,3,0,C,mastercard,debit,0.641348,Suspicious
2996788,1,10.634,303139,12,3,0,C,mastercard,debit,0.641348,Suspicious
2996790,1,10.634,303209,12,3,0,C,mastercard,debit,0.641348,Suspicious
2996858,1,50.0,308612,13,3,0,W,visa,debit,0.678296,Suspicious
2997016,1,226.0,313458,15,3,0,W,visa,credit,0.715624,Suspicious
2997022,1,25.0,313554,15,3,0,W,visa,debit,0.661452,Suspicious
2997046,1,260.0,314039,15,3,0,W,mastercard,credit,0.719113,Suspicious
2997136,1,171.0,315666,15,3,0,W,mastercard,debit,0.708687,Suspicious
2997243,1,300.0,317782,16,3,0,H,visa,credit,0.722678,Suspicious
2997247,1,300.0,317839,16,3,0,H,visa,debit,0.722678,Suspicious
2997259,1,20.0,318126,16,3,0,S,mastercard,credit,0.656113,Suspicious
2997266,1,150.0,318249,16,3,0,H,mastercard,debit,0.705432,Suspicious
2997278,1,75.0,318497,16,3,0,W,visa,debit,0.688268,Suspicious
2997306,1,50.0,319122,16,3,0,H,visa,debit,0.678296,Suspicious
2997322,1,150.0,319355,16,3,0,H,visa,credit,0.705432,Suspicious
2997339,1,150.0,319679,16,3,0,H,discover,credit,0.705432,Suspicious
2997352,1,33.534,319891,16,3,0,C,mastercard,credit,0.668549,Suspicious
2997366,1,33.534,320060,16,3,0,C,visa,debit,0.668549,Suspicious
2997379,1,33.534,320357,16,3,0,C,visa,debit,0.668549,Suspicious
2997390,1,33.534,320482,17,3,0,C,mastercard,debit,0.668549,Suspicious
2997419,1,117.0,320936,17,3,0,W,mastercard,debit,0.699267,Suspicious
2997458,1,335.0,321853,17,3,0,W,mastercard,credit,0.725428,Suspicious
2997592,1,49.0,324108,18,3,0,W,mastercard,debit,0.677801,Suspicious
2997610,1,982.0,324410,18,3,0,W,visa,credit,0.752265,Critical Risk
2997711,1,59.0,325947,18,3,0,W,visa,debit,0.682359,Suspicious
2997719,1,30.75,326125,18,3,0,W,visa,debit,0.666447,Suspicious
2997776,1,161.0,327059,18,3,0,W,visa,debit,0.707190,Suspicious
2997787,1,335.0,327312,18,3,0,W,visa,debit,0.725428,Suspicious
2997868,1,117.0,328441,19,3,0,W,mastercard,debit,0.699267,Suspicious
2997887,1,13.051,328678,19,3,0,C,visa,credit,0.646067,Suspicious
2997920,1,65.254,329082,19,3,0,C,visa,debit,0.684837,Suspicious
2997925,1,65.254,329144,19,3,0,C,mastercard,debit,0.684837,Suspicious
2997946,1,65.254,329394,19,3,0,C,mastercard,debit,0.684837,Suspicious
2997990,1,45.0,330038,19,3,0,W,visa,credit,0.675716,Suspicious
2998003,1,54.0,330244,19,3,0,W,visa,credit,0.680183,Suspicious
2998019,1,150.0,330423,19,3,0,H,mastercard,credit,0.705432,Suspicious
2998035,1,171.0,330738,19,3,0,W,visa,credit,0.708687,Suspicious
2998043,1,39.0,330852,19,3,0,W,visa,credit,0.672222,Suspicious
2998173,1,150.0,333007,20,3,0,R,visa,debit,0.705432,Suspicious
2998180,1,150.0,333065,20,3,0,R,visa,debit,0.705432,Suspicious
2998224,1,700.0,333834,20,3,0,W,visa,credit,0.743813,Suspicious
2998237,1,117.0,334069,20,3,0,W,mastercard,debit,0.699267,Suspicious
2998241,1,778.44,334106,20,3,0,W,visa,credit,0.746464,Suspicious
2998243,1,141.0,334123,20,3,0,W,visa,debit,0.703896,Suspicious
2998250,1,30.0,334233,20,3,0,S,visa,debit,0.665850,Suspicious
2998292,1,47.95,334974,21,3,0,W,visa,debit,0.677270,Suspicious
2998311,1,982.0,335421,21,3,0,W,visa,debit,0.752265,Critical Risk
2998338,1,150.0,335925,21,3,0,W,mastercard,credit,0.705432,Suspicious
2998397,1,117.0,336739,21,3,0,W,mastercard,debit,0.699267,Suspicious
2998434,1,171.0,337122,21,3,0,W,mastercard,credit,0.708687,Suspicious
2998499,1,40.0,338136,21,3,0,W,visa,debit,0.672839,Suspicious
2998544,1,47.0,338587,22,3,0,W,visa,debit,0.676780,Suspicious
2998613,1,115.0,339417,22,3,0,W,mastercard,debit,0.698840,Suspicious
2998622,1,554.0,339530,22,3,0,W,visa,credit,0.737974,Suspicious
2998638,1,24.168,339763,22,3,0,C,visa,debit,0.660639,Suspicious
2998645,1,24.168,339827,22,3,0,C,visa,debit,0.660639,Suspicious
2998666,1,112.99,340103,22,3,0,W,mastercard,debit,0.698403,Suspicious
2998697,1,90.0,340431,22,3,0,W,mastercard,debit,0.692771,Suspicious
2998745,1,24.168,341046,22,3,0,C,visa,debit,0.660639,Suspicious
2998766,1,400.0,341246,22,3,0,W,visa,credit,0.729849,Suspicious
2998812,1,60.662,341732,22,3,0,C,visa,credit,0.683042,Suspicious
2998855,1,117.0,342294,23,3,0,W,discover,credit,0.699267,Suspicious
2998861,1,50.0,342337,23,3,0,W,visa,debit,0.678296,Suspicious
2998888,1,50.0,342751,23,3,0,W,visa,debit,0.678296,Suspicious
2998898,1,59.0,342985,23,3,0,W,visa,debit,0.682359,Suspicious
2998942,1,80.0,343630,23,3,0,W,visa,debit,0.689861,Suspicious
2999193,1,150.0,347230,0,4,0,H,visa,credit,0.785432,Critical Risk
2999200,1,150.0,347306,0,4,0,H,visa,credit,0.785432,Critical Risk
2999282,1,225.0,348663,0,4,0,R,visa,credit,0.795513,Critical Risk
2999284,1,225.0,348680,0,4,0,R,visa,credit,0.795513,Critical Risk
2999300,1,150.0,348824,0,4,0,W,visa,debit,0.785432,Critical Risk
2999324,1,225.0,349111,0,4,0,R,visa,credit,0.795513,Critical Risk
2999337,1,60.0,349310,1,4,0,W,mastercard,credit,0.762772,Critical Risk
2999347,1,77.0,349503,1,4,0,W,mastercard,credit,0.768918,Critical Risk
2999362,1,104.889,349798,1,4,0,C,mastercard,debit,0.776560,Critical Risk
2999429,1,390.0,350913,1,4,0,W,visa,credit,0.809218,Critical Risk
2999463,1,50.0,351559,1,4,0,H,visa,debit,0.758296,Critical Risk
2999467,1,50.0,351606,1,4,0,H,visa,debit,0.758296,Critical Risk
2999501,1,59.0,352314,1,4,0,W,mastercard,debit,0.762359,Critical Risk
2999505,1,100.0,352339,1,4,0,W,visa,debit,0.775378,Critical Risk
2999611,1,37.219,354200,2,4,0,C,mastercard,credit,0.751083,Critical Risk
2999617,1,37.219,354268,2,4,0,C,mastercard,credit,0.751083,Critical Risk
2999733,1,73.0,356675,3,4,0,W,visa,debit,0.767602,Critical Risk
2999741,1,150.0,356879,3,4,0,H,visa,credit,0.785432,Critical Risk
2999748,1,117.0,356984,3,4,0,W,discover,credit,0.779267,Critical Risk
2999785,1,77.0,357806,3,4,0,W,mastercard,debit,0.768918,Critical Risk
2999806,1,48.94,358093,3,4,0,C,mastercard,credit,0.757771,Critical Risk
2999814,1,554.0,358194,3,4,0,W,mastercard,debit,0.817974,Critical Risk
2999815,1,113.348,358230,3,4,0,C,visa,credit,0.778481,Critical Risk
2999816,1,20.0,358286,3,4,0,S,mastercard,debit,0.736113,Suspicious
2999817,1,20.0,358313,3,4,0,S,mastercard,debit,0.736113,Suspicious
2999850,1,134.857,359130,3,4,0,C,mastercard,credit,0.782790,Critical Risk
2999857,1,77.0,359296,3,4,0,W,mastercard,debit,0.768918,Critical Risk
